# Run 0 Start Timestamp: 1762249568.0172257
# Run 0 End Timestamp: 1762249628.210037
🤝 Run 1 complete. Samples: 63, Mean RSSI: -95.81 ± 3.97 dBm.
# Run 1 Start Timestamp: 1762249628.2161272
# Run 1 End Timestamp: 1762249688.4605305
🤝 Run 2 complete. Samples: 29, Mean RSSI: -97.72 ± 2.08 dBm.
# Run 2 Start Timestamp: 1762249688.4650872
# Run 2 End Timestamp: 1762249748.7630255
🤝 Run 3 complete. Samples: 32, Mean RSSI: -97.59 ± 2.00 dBm.
# Run 3 Start Timestamp: 1762249748.7682228
# Run 3 End Timestamp: 1762249809.0592272
🤝 Run 4 complete. Samples: 6, Mean RSSI: -98.83 ± 1.77 dBm.
# Run 4 Start Timestamp: 1762249809.064326
# Run 4 End Timestamp: 1762249869.4634156
🤝 Run 5 complete. Samples: 22, Mean RSSI: -98.73 ± 1.84 dBm.
# Run 5 Start Timestamp: 1762249869.4677947
# Run 5 End Timestamp: 1762249929.7525468
🤝 Run 6 complete. Samples: 41, Mean RSSI: -97.93 ± 1.80 dBm.
# Run 6 Start Timestamp: 1762249929.7598596
# Run 6 End Timestamp: 1762249989.972914
🤝 Run 7 complete. Samples: 52, Mean RSSI: -97.69 ± 2.20 dBm.
# Run 7 Start Timestamp: 1762249989.9774868
# Run 7 End Timestamp: 1762250050.212664
🤝 Run 8 complete. Samples: 40, Mean RSSI: -97.05 ± 1.80 dBm.
# Run 8 Start Timestamp: 1762250050.2172105
# Run 8 End Timestamp: 1762250110.3992782
🤝 Run 9 complete. Samples: 57, Mean RSSI: -97.35 ± 2.01 dBm.
# Run 9 Start Timestamp: 1762250110.4041097
# Run 9 End Timestamp: 1762250170.5862312
🤝 Run 10 complete. Samples: 83, Mean RSSI: -97.14 ± 2.48 dBm.
# Run 10 Start Timestamp: 1762250170.5913532
# Run 10 End Timestamp: 1762250230.7969413
🤝 Run 11 complete. Samples: 25, Mean RSSI: -97.36 ± 2.31 dBm.
# Run 11 Start Timestamp: 1762250230.801029
# Run 11 End Timestamp: 1762250290.9834516
🤝 Run 12 complete. Samples: 19, Mean RSSI: -98.63 ± 2.21 dBm.
# Run 12 Start Timestamp: 1762250290.9885798
# Run 12 End Timestamp: 1762250351.1906698
🤝 Run 13 complete. Samples: 66, Mean RSSI: -97.50 ± 2.05 dBm.
# Run 13 Start Timestamp: 1762250351.1954596
# Run 13 End Timestamp: 1762250411.4731865
🤝 Run 14 complete. Samples: 8, Mean RSSI: -98.12 ± 2.47 dBm.
# Run 14 Start Timestamp: 1762250411.4770381
# Run 14 End Timestamp: 1762250471.5992856
🤝 Run 15 complete. Samples: 71, Mean RSSI: -97.80 ± 2.42 dBm.
# Run 15 Start Timestamp: 1762250471.6041708
# Run 15 End Timestamp: 1762250531.7003381
🤝 Run 16 complete. Samples: 49, Mean RSSI: -97.73 ± 2.20 dBm.
# Run 16 Start Timestamp: 1762250531.7046428
# Run 16 End Timestamp: 1762250591.8179917
🤝 Run 17 complete. Samples: 79, Mean RSSI: -97.99 ± 2.16 dBm.
# Run 17 Start Timestamp: 1762250591.822974
# Run 17 End Timestamp: 1762250651.8970015
🤝 Run 18 complete. Samples: 77, Mean RSSI: -97.99 ± 2.48 dBm.
# Run 18 Start Timestamp: 1762250651.9016721
# Run 18 End Timestamp: 1762250711.9812193
🤝 Run 19 complete. Samples: 128, Mean RSSI: -97.02 ± 2.35 dBm.
# Run 19 Start Timestamp: 1762250711.9885564
# Run 19 End Timestamp: 1762250772.0590818
🤝 Run 20 complete. Samples: 134, Mean RSSI: -97.67 ± 2.33 dBm.
⏱️ Total elapsed time: 1204.05 seconds, total ads: 1081, writing summary to ranges_path/50.0/rssi_log.csv_summary.csv
